store_app_id,body,version,date
534586266,Minor login and system enhancements,1.1,8/9/2012
534586266,Compatible with iOS6. Account Activity Updates: Investment names and history up to 90 days. Login and User Experience Enhancements,1.2,10/11/2012
534586266,T. Rowe Price Personal has been updated to take advantage of the iPhone 5's larger screen..Now iPhone5 and.iOS 6 compatible.,1.3,11/20/2012
534586266," 	Daily change in balance calculation for Workplace  Retirement Accounts. 	Minor UI enhancements. 	Minor.Bug fixes.",1.4,6/21/2013
534586266,Now supporting transactions in workplace retirement accounts*. Change your investments and your contribution.amounts. . *For plans that allow changes,2,12/28/2013
534586266,Bug fixes: Addresses an issue causing the app to crash for some investors.,2.1,1/23/2014
534586266,Bug Fix,2.2,1/30/2014
534586266,Bug fixes,2.3,2/10/2014
534586266,Redesigned with iOS 7 graphics  colors and styling,2.4,5/6/2014
534586266,Fixed mutual fund research and crash issues for accounts with no balances or history,2.5,6/5/2014
534586266,Minor enhancements and bug fixes,2.6,8/4/2014
534586266,  Fixed an iOS8 bug causing the app to crash; full iOS8 compatibility coming soon..  We've removed Bank.Transfer to help simplify the process of moving money to and from your bank accounts. Instead  use the Buy and Sell.transactions and simply select any mutual fund or bank account on file.,2.7,9/27/2014
534586266,Improved compatibility for iOS 8.1,2.8,10/31/2014
534586266,April 5th: You asked and we listened! Building on the success of the Personal&#174; App for iPhone&#174;  we are proud to.announce that the T. Rowe Price Personal&#174; App for iPad&#174; is now available in the App Store&#8482;.. Bug fixes  along with enhanced functionality and reporting of performance to better monitor and improve your.experience.,2.9,1/5/2015
534586266,Personal Investors can now view personal rate of return at the account and individual investment levels,2.1,5/30/2015
534586266,We have made important improvements to the performance and stability of the T. Rowe Price Personal&#174; App for.iPhone&#174; with this required update. These include:.&#8226; Bug fixes and performance improvements.&#8226; Improved Menu for.easier navigation,2.11,9/15/2015
534586266,&#8226; Added 3 Month and 10 Year Rate of Return information for Personal Investors.&#8226; Enhanced messaging to help.Personal Investors make informed decisions when buying additional shares .&#8226; Bug fixes and performance.improvements,2.12,11/25/2015
534586266,&#8226; Workplace clients can now cancel investment transactions from the Activity screen .&#8226; Added investment.detail links within the transaction flows.&#8226; Bug fixes  design enhancements  and performance improvements,2.13,12/17/2015
534586266,Bug fixes and performance enhancements,2.14,1/20/2016
534586266,Performance improvements  bug fixes,2.15,3/28/2016
534586266,Big fixes.,2.16,5/17/2016
534586266,Updated transactions for certain workplace retirement plans,2.17,6/22/2016
348177453,Initial First Public Release,1.1,1/12/2010
348177453,Access to view your account history.,1.2.4648,4/8/2010
348177453,,1.2.4653,4/9/2010
348177453,Access to workplace savings information.,1.3,6/8/2010
348177453,Added transfer of funds functionality.,1.4,12/22/2010
348177453,In addition to transferring funds with our last update  customers can pay bills from their iPhone.,1.5,5/3/2011
348177453,In addition to paying bills from our last update  customers can deposit checks using their iPhone.,1.5.1,5/23/2011
348177453,Minor bug fixes,1.5.2,6/15/2011
348177453,BillPay bug fix,1.5.3,8/3/2011
348177453,Multitasking and Support for Retina Display.Access and edit your Fidelity.com Watch Lists for up to 30 days.since your last login.Cancel &amp; Replace Trades.Balance enhancements for greater consistency with.Fidelity.com.Various bug fixes,1.6,9/1/2011
348177453,Minor updates to support iOS 5,1.6.1,10/11/2011
348177453,Deposit checks directly into your individual retirement accounts (IRAs):.  Updated remote check deposit.agreement to include IRAs .  Updated mobile check deposit FAQ and privacy policy. Customers with a stock plan managed by Fidelity can now do the following:.  Access stock plan services account.information and balances.  View performance awards  balances  and account summaries for stock option plans .restricted stock awards (RSA) or units (RSU)  employee stock purchase plans.  Deep access to stock options .including plan details  total and unaccepted grants  pending exercises  and transaction history.,1.7,12/17/2011
348177453,Updates to support iPhone 4 retina display,1.7.1,12/30/2011
348177453,  Updated Mobile Check Deposit FAQs.  Minor enhancements.,1.7.2,3/1/2012
348177453,  Find our new Investor Center Locator (note: requires a minimum of 4.2) in the More section..  Participants.with Stock Plan Services accounts can check balances and view their transaction history and pending activity for all.plan types..  Participants with stock options may also exercise and sell their options..,1.8,5/2/2012
348177453,Option Chain fix. Find our new Investor Center Locator (note: requires a minimum of 4.2) in the More section.. Participants with Stock Plan Services accounts can check balances and view their transaction history and pending.activity for all plan types. Participants with stock options may also exercise and sell their options.,1.8.2,5/17/2012
348177453,What&#8217;s New can be accessed through the Settings menu.. Find our new Investor Center Locator in the More section..,1.8.3,7/13/2012
348177453,Support for iOS 6.,1.8.4,10/8/2012
348177453,"&#8226;	Customizable Home screens &#8211; choose from nine tile based options .&#8226;	Advanced Charting &#8211; go from a quote to.fully interactive charting with a simple screen rotation .&#8226;	Breaking News &amp; Videos &#8211; streaming market videos.updated four times a day .&#8226;	Streaming Alerts &#8211; a new message center for price triggers and trade notifications .&#8226;	Fidelity Credit Card Accounts &amp; Enhanced Cash Management.",2,11/12/2012
348177453,,2.0.1,11/13/2012
348177453,,2.0.2,1/9/2013
348177453,Set up Push Notifications for price triggers and trade notifications to receive timely  customizable alerts..Equity Dividend Information is now available..Minor UI Updates &amp; Bug Fixes.,2.1,3/20/2013
348177453,Defect fixes.,2.1.1,3/21/2013
348177453,,2.1.2,4/1/2013
348177453,Real time  streaming quote details are available to customers who are Active Traders..Instantly connect to.customer support by tapping &#8220;Call a Rep.&#8221;.Home screen updates  including a U.S. Markets day trend visual .Watch list day trend visual.,2.2,7/1/2013
348177453,,2.2.1,8/12/2013
348177453,"&#8226;	Session Timeout setting lets you choose how much inactivity triggers automatic logout..&#8226;	Minor bug.fixes.",2.2.2,9/18/2013
348177453,,2.2.3,10/1/2013
348177453,Updates to streaming quotes settings,2.2.4,11/11/2013
348177453,,2.2.5,12/20/2013
348177453,,2.2.6,1/27/2014
348177453,Bug Fixes,2.2.7,3/25/2014
348177453,Redesigned  customizable home screen with new  contextual content optimized for iOS7.. Additional News Sources.. Thank you for your continued feedback. We're continuing to enhance our mobile apps and appreciate your.comments.,2.3,5/27/2014
348177453,Minor bug fix.  Additional News Sources.,2.3.1,5/31/2014
348177453,Previous Release:.,2.3.2,6/26/2014
348177453,,2.3.3,7/30/2014
348177453,Enhanced Call a Rep capabilities.,2.3.4,8/14/2014
348177453,,2.3.5,9/15/2014
348177453,,2.3.6,10/3/2014
348177453,,2.3.7,11/3/2014
348177453,In the event that you are experiencing issues with the iPhone app  please delete the app and then reinstall. We.will be releasing a new version of the app very soon which will address the issues. We apologize for any.inconvenience.. &#8226; Multi leg option trading.&#8226; Option chain enhancements.&#8226; Trade specific shares for stocks/ETFs.&#8226; Tax.lots for your positions.&#8226; Margin trades in your IRA.&#8226; Extended hours trading.&#8226; Improved balance.displays.&#8226; Easily accessible quote lookup. We care what you think. With your help  we're able to constantly improve our Fidelity Mobile&#174; apps and address the.concerns you bring to our attention. All the feedback you provide is valuable to us &#8211; we read and consider every comment.we receive.,2.4,11/14/2014
348177453,,2.4.1,11/17/2014
348177453,,2.4.2,12/10/2014
348177453,"Deposit checks to new account types including businesses  corporations  Rollovers  529s and more. And now  no.minimums for eligibility.. You can discover publicly traded companies around your location using Stocks Nearby under the Research section.. You can initiate a transfer of assets to move your account from another firm to Fidelity quickly and efficiently.. Help us improve our app. Let us know how we're doing by selecting ""Give us Feedback"" from the menu. We appreciate.your comments.",2.5,1/9/2015
348177453,,2.5.1,2/27/2015
348177453,The time has come! With Fidelity Mobile for Apple Watch  find out what&#8217;s moving the markets with a twist of your.wrist. See a markets Glance view  push alerts  real time access to domestic and international markets  market movers .and recent quotes.,2.6,4/10/2015
348177453,This May  change isn&#8217;t in the air; it&#8217;s at your fingertips. That&#8217;s because we&#8217;ve added an additional touch of.security with Touch ID  along with a handful of other updates.. Enjoy quicker access with Touch ID  available for supported devices with iOS 8.. View extended hours chart data for securities that trade on the pre/post market. . Price Improvement information now displayed for your orders. See how Fidelity helps identify and qualify your orders.executed outside the National Best Bid or Offer (NBBO).,2.7,5/15/2015
348177453,This summer  we&#8217;ve turned up the heat and optimized our resolution.. Optimized for iPhone 6 and 6 Plus.. Notification badge is now cleared after tapping the app icon.,2.7.1,6/26/2015
348177453,Quotes have been updated with a new layout to optimize the display of information. Now research content is.available as part of the Stock Quote  and work is underway for additional security types..Place a trade or get a.quote quickly and conveniently from your price trigger notifications on your iPhone  iPad  or Apple Watch&#8482;..Access.market information  Watch Lists and recent quotes with your Today Widget by swiping down from the top of the screen .tapping on the Today tab and adding the Fidelity widget in the edit section at the bottom of the feed.,2.8,7/30/2015
348177453,,2.8.1,8/13/2015
348177453,Account Open: Easily open select Fidelity accounts in the mobile app. Accounts include Brokerage  Cash Management .Rollover IRA  Traditional IRA  and Roth IRA. Fund your new account in a number of ways  including mobile check.deposit.. Charts are now available on your Apple Watch&#8482; for Stock  ETF  and Index quotes. Swipe the chart to change from a.1 Day to a 30 Day display.. Support for iOS 9,2.9,9/8/2015
348177453,We&#8217;ve improved the Fidelity Mobile&#174; Check Deposit experience with enhanced camera technology for taking quick .clear images.,2.9.1,10/6/2015
348177453,Quick Access: View your Balances  Watch Lists  and Real Time Quotes without having to log in. . Notebook: Capture ideas about your current holdings or potential investments with the new Notebook from Fidelity..Access the full Notebook from our main menu or view and add a note about a security from the Quote screen. Quickly see.which securities you&#8217;ve created notes for from the Positions and Watch Lists screens. Save articles to your Notebook.with the new Share Extension in your mobile browser.,2.1,12/14/2015
348177453,We improved the Notebook  allowing you to add a photo from your camera roll. Snap a photo of an investment idea .and never lose sight of an opportunity again. . Video content upgraded to live streaming Bloomberg TV.. Supports iOS 8  9,2.11,1/9/2016
348177453,We&#8217;ve expanded our quote screen to include the same mutual fund research you have access to on Fidelity.com. Now.see additional details on fund performance  ratings  composition  and more. .,2.12,2/26/2016
348177453,We&#8217;ve made our biggest update yet!.&#8226; New and improved design and navigation.&#8226; Introducing the Feed  with.information tailored to your investments and interests (with regular updates on the way).&#8226; Updated Accounts section.with summary information and a consolidated activity tab.&#8226; Reimagined Watch Lists and research experience.&#8226;.Additional News   Video sources  including Fidelity Viewpoints.&#8226; Accessibility enhancements and more!,3,5/27/2016
348177453,We are constantly looking for ways to improve the app based on your feedback. Look for: .&#8226; Continued updates.to Feed.&#8226; Account and Watch List enhancements to view more detail on your screen.&#8226; Defect fixes,3.0.2,7/8/2016
406371748, Enhanced Usability. UI Improvements,1.1,1/7/2011
406371748, Enhanced UI. Improved Usability,1.1.1,1/12/2011
406371748, Reduced Convenience Fee to $1.25. UI Enhancements. Various Improvements,1.2,1/24/2011
406371748,  Fully compatible with iPad.  In app payment history.  Resend past payment email receipts. .Payment history graph (iPad only).  Engage with PG&amp;E via social media.  Share application with social.networks.  Get directions to the 20 nearest PG&amp;E payment locations.  Enhanced Messaging capabilities.  Ability to toggle badge notifications.  Support information is embedded in the application for faster access.  Improved UI and app navigation,2,4/15/2013
406371748,  iOS 7 compatibility updates.  iPhone 5 support.  iPad Retina display support.  Performance.enhancements,2.1,9/24/2013
406371748,Biometric Sign In with Apple Touch ID.Improved network security via certificate validation.Support for.iOS 7 to iOS 9.Native support for iPads  iPhones and iPod Touch devices,3.0.0,4/28/2016
406371748,Bugfixes for My Bills view on iPhone 5S and earlier devices  and for Enter Payment Amount view and Payment Summary.view for all device classes.,3.0.1,5/5/2016
406371748,Bug fixes:.1. Payment amount display is now limited to 2 fractional digits. In version 3.0.1 certain payment.amounts were being displayed with an excessive amount of digits  which could impede the payment workflow. .2. The.currency symbol for payment amounts is now always the dollar symbol. In versions 3.0.0 and 3.0.1  currency symbols were.based on iOS's user modifiable Region setting. This could result in end user confusion. Reflecting non US Region.settings is not appropriate when making payments on bills denominated in U.S dollars.,3.0.2,5/28/2016
284980812,  Addresses stability issue.  Added find object markers,1.1,7/28/2008
284980812,  Time lapse animation.  Deep space objects.  Stability improvements.  Equatorial coordinate.display.  Object visibility indication in finder.  Guidance navigation arrow.  Navigation and display.enhancements  ,2,8/12/2008
284980812,  Moon added to finder.  Darker finder screens for night viewing.  Bayer star name designations. .Double tap below horizon view.  Default south view for southern hemisphere.  View direction saved on exit.  Constellation boundaries displayed as arcs,2.1,9/4/2008
284980812,New:.  Over 200 images of planets and deep sky objects.  Planet  star  constellation and DSO ephemeris.data .  Addition of Caldwell deep sky object catalog.  Milky Way display.  Location favorites. .Solar system and DSO wiki links.  Constellation Star Tales by Ian Ridpath links.  Night/Day transition. .Star colors.  Option to disable accelerometer. Enhancements:.  All new time and animation control.  Improved startup time.  Flick gestures now.supported.  Deep sky object symbols.  Improved text search.  Filter find on visibility.  Improved.night vision.  Improved location setup,3,4/7/2009
284980812,  Update to iPhone OS 2.2.1.  Star Wikipedia links added.  German and French languages. .Adjustments to star display,3.1,4/28/2009
284980812,iPhone OS 3.0 update,3.2,7/1/2009
284980812,  iPhone 3GS compass support.  Improved accelerometer navigation,3.3,8/7/2009
284980812,  Night vision improvements.  German language corrections.  Preferences fix.  Settings fix,3.4,9/2/2009
284980812,*** Requires iPhone OS 3.1.3 or iPad OS 3.2 to install.   Universal update for iPad  iPhone and iPod touch.  Birthday star finder.  All new streamlined controls.  Ability to search stars and DSOs by name  distance and magnitude.  Automatic location find on app startup.  More cities added to built in cities list.  Milky Way dims with star magnitude control.  Single.accelerometer/compass disable preference.  Option to make text larger.  More WikiPedia links.  In app.WikiPedia web browser (iPad only).  Night mode improvements.  Improved graphics.  German language.correction.  Touchless navigation starts below horizon,4.0.1,4/8/2010
284980812,* Requires at least iPhone OS version 3.1.2 or iPad OS version 3.2.   Improved finder graphics.  Improved performance.  Star light date finder automatically advances to.birthdate.  Fix for low memory warning on iPad.  Fix for object finder.  Fix for location changes. .Fix for iPad popovers,4.1,4/30/2010
284980812,* iPhone 4 gyroscope control. * iPhone 4 retina display updates. * Motion navigation improvements:. .  Below horizon motion navigation.   More accurate screen positioning with touch drag.   Touch to freeze.display in overhead mode.   Double tap to exit motion control. * Improved memory usage. * Compass.calibration message not shown when compass disabled. * Bug fix for time control ephemeris data. * Bug fix for.location latitude/longitude changes.,4.2,8/23/2010
284980812,&#8226; Additional iPhone 4 retina display updates.&#8226; Improved preferences night vision,4.3,9/13/2010
284980812,  Moon phase calendar.  Sun rise/set times.  Interactive graphical ephemeris.  Fix for Wikipedia.links.  Fix for date and time selection.  Fix for time zone selection.  Fix for compass.calibration,4.4,7/19/2011
284980812,*** Problems have been reported with this update on devices using iOS 3.2.2 or earlier. An update to address this.problem will be available shortly..   French language improvements.  German language improvements.  Fix for crash when location cannot be.found.,4.5,7/29/2011
284980812,  Spanish language .  Italian language .  Wikipedia local language links for stars and deep sky.objects.  Bug fix for devices using iOS 3.2.2 or earlier.  Bug fix for motion control,4.6,8/16/2011
284980812,  New iPad retina display support.  Time lapse object tracking.  Japanese language added.  Chinese.language added.  Improved iPad Wikipedia browser.  Local language Wikipedia links.  Local language star.names.  Selectable background images.  Magellanic clouds added.  Improved location selection.  Night.mode improvements (iOS 5).  iOS 5 updates.  Graphics updates.  Bug fixes,5,5/4/2012
284980812,Version 5.1.  Graphics updates .  Bug fixes.,5.1,5/20/2012
284980812,Version 5.2.  Information button moved to center of screen. Touch center of screen or popup images to view.object information..  Improved object targeting.  Bug fixes.,5.2,6/15/2012
284980812,  iPhone 5 widescreen display..  iOS 6 updates..  Requires iOS 4.3 or later.,6,9/26/2012
284980812,  Comets including PANSTARRS and ISON.  Danish language. Note that some people have reported problems when editing the location list. If you do experience the problem the.work around is to delete the app and re download it. You will not be charged twice to re download. Our apologies for not.detecting this earlier. We will release an update to fix this as soon as possible.,6.1,3/3/2013
284980812,  Comets including PanSTARRS and ISON.  Danish language.  Constellation boundary corrections. .Location editing bug fix.  Star data update.  Online User's Guide.  Wikipedia links for popular comets.  Halley's comet added by popular request.,6.1.1,3/10/2013
284980812,  iOS 7 compatible.  Comet data updates.  Night mode improvements.  Bug fixes. See and track the International Space Station with our new companion app GoISSWatch. FREE download available now on.the App Store.,6.2,9/16/2013
284980812,  Native iOS 7 support.  New iOS 7 look.  Option to turn off screen text.  Improved responsiveness.for iOS 7 on older devices..  Automatic comet data updates.  Revised comet magnitude estimates.  Night.mode improvements,7,11/7/2013
284980812,  iOS 8 compatible.   Popup 3D interactive planets.  3D planets added to sky view.  Minor bug fix when returning from.background..  iOS 7.1 motion updates.,7.1,5/11/2014
284980812,  Compass alignment fix for iPhone 6s / 6s Plus.  iOS 9 updates.  Native iPhone 6 and iPhone 6 Plus.support.  Updated images,8,10/26/2015
284980812,  iPad Pro support.  iOS 9.1 updates.  Time lapse control bug fix.  Comet updates,8.1,11/16/2015
291877741,  Bugfix: Study Tools (in app purchase) was enabled for everyone,5.2.1,10/12/2011
291877741,  Added: Passage Selector popup on install.  Bugfix: Background color in preference preview.  Bugfix:.Font name now updates in preference preview.  Bugfix: Study Tools delete button now covered by overlay when not.installed.  Changed: Few performance improvements,5.2.2,10/28/2011
291877741,"  Added: Updated several Bible databases.  Added: Warning when viewing book not in OT/NT only databases.  Bugfix: Incorrect sizing in ""Columns"" passage selector.  Bugfix: Passage titles no longer repeat with dual.Bibles.  Changed: Simplified book background.  Changed: Added steps to solve passage loading errors. .Changed: Several performance enhancements",5.2.3,1/4/2012
291877741,"  Added: iCloud Sync.  Added: iCloud Backup.  Added: Help section.  Added: Note searching. .Added: Animated verse jump.  Bugfix: Incorrect year in daily reading.  Bugfix: ""View all Notes"" in iPad.fixed.  Bugfix: Other minor bugfixes.  Changed: Minor performance enhancements",5.3,2/27/2012
291877741,  Bugfix: Fixed crashing on non iOS 5 devices.,5.3.1,2/28/2012
291877741,  Bugfix: Fixed crashing on iOS 3.x devices..  Bugfix: Fixed daily reading leap year offset.,5.3.2,3/11/2012
291877741,  Added: iPad retina graphics.  Added: 5 new fonts,5.3.3,3/26/2012
291877741,  Bugfix: Database corruption.  Changed: Updated Sharekit (Facebook/Twitter).  Changed: Greek texts.default to Times New Roman,5.3.4,4/26/2012
291877741,  Added: Color schemes.  Added: Highlighted search results.  Added: New search algorithm for better.results.  Added: Background color change with book mode turned on.  Bugfix: Split notes not saving when.keyboard disappears.  Bugfix: Fixed large iCloud backups due to Study Tools.  Changed: Simplified more.preferences,5.4,5/7/2012
291877741,  Bugfix: Fixed crashing when saving color schemes with iCloud turned on.  Changed: Simplified more.preferences,5.4.1,5/8/2012
